date,consumer_sentiment,investor_sentiment
2015-06-07,-0.47002,
2015-06-08,-0.19335,
2015-06-09,0.27953333333333336,
2015-06-10,0.09081428571428571,
2015-06-11,-0.17698,
2015-06-12,0.13952857142857142,
2015-06-13,0.16310000000000002,
2015-06-14,-0.59532,
2015-06-15,0.3502571428571429,
2015-06-16,0.39892727272727274,
2015-06-17,-0.11268,
2015-06-18,0.2828,
2015-06-19,0.421275,
2015-06-20,-0.5994,
2015-06-21,0.57898,
2015-06-22,0.43014375,
2015-06-23,-0.13171818181818182,
2015-06-24,-0.21276666666666666,
2015-06-25,-0.2296555555555556,
2015-06-26,0.009925000000000003,
2015-06-27,-0.41056,
2015-06-28,0.3365,
2015-06-29,-0.07220000000000001,
2015-06-30,0.031599999999999996,
2015-07-01,-0.20618888888888887,
2015-07-02,-0.27212000000000003,
2015-07-03,0.40524999999999994,
2015-07-04,-0.37889999999999996,
2015-07-05,0.21665,0.9816
2015-07-06,-0.004700000000000005,0.937
2015-07-07,-0.11543333333333335,
2015-07-08,0.292425,
2015-07-09,0.2761125,0.4404
2015-07-10,-0.35073333333333334,
2015-07-11,0.45553333333333335,
2015-07-12,0.13095,
2015-07-13,0.284375,
2015-07-14,-0.12296249999999999,
2015-07-15,0.16390769230769228,
2015-07-16,0.7046166666666668,0.9153
2015-07-17,0.11817142857142857,
2015-07-18,0.5620444444444445,
2015-07-19,-0.14047777777777778,
2015-07-20,0.12321724137931035,
2015-07-21,-0.29209999999999997,
2015-07-22,-0.01924285714285714,
2015-07-23,0.03896999999999999,
2015-07-24,0.29019310344827587,-0.8689
2015-07-25,0.21142222222222223,
2015-07-26,0.4154875,
2015-07-27,0.10921428571428574,
2015-07-28,0.08961818181818182,
2015-07-29,0.19501249999999998,
2015-07-30,0.29795555555555553,
2015-07-31,0.2818666666666666,
2015-08-01,0.08724444444444444,
2015-08-02,0.43334285714285714,
2015-08-03,0.16628666666666667,
2015-08-04,-0.10593846153846155,
2015-08-05,0.13024117647058825,-0.9532
2015-08-06,0.14759,
2015-08-07,0.35186666666666666,
2015-08-08,-0.031610000000000006,
2015-08-09,0.26754,0.9999
2015-08-10,0.17496363636363635,
2015-08-11,-0.2843,
2015-08-12,-0.18487027027027028,
2015-08-13,-0.02109285714285716,
2015-08-14,0.15634444444444445,0.923
2015-08-15,-0.2520972972972973,
2015-08-16,-0.18700857142857144,
2015-08-17,0.028352380952380938,
2015-08-18,-0.09665238095238096,
2015-08-19,0.2979411764705882,0.9341
2015-08-20,0.09144615384615386,
2015-08-21,0.05395,
2015-08-22,-0.1710727272727273,
2015-08-23,-0.1836,
2015-08-24,0.1158076923076923,
2015-08-25,0.37798333333333334,
2015-08-26,-0.1418125,-0.8516
2015-08-27,-0.5398173913043479,
2015-08-28,6.666666666666302e-05,
2015-08-29,-0.2856944444444445,
2015-08-30,-0.4682230769230769,
2015-08-31,0.06779333333333334,
2015-09-01,-0.38182499999999997,0.8807
2015-09-02,-0.05477142857142858,
2015-09-03,-0.3042,
2015-09-04,-0.169,0.4019
2015-09-05,0.11448,
2015-09-06,-0.014600000000000002,
2015-09-07,-0.22193333333333334,
2015-09-08,0.2545846153846154,
2015-09-09,0.38214,
2015-09-10,-0.22873846153846156,
2015-09-11,0.30130999999999997,
2015-09-12,0.32863749999999997,
2015-09-13,-0.07956666666666667,
2015-09-14,0.107796,
2015-09-15,-0.17113636363636364,
2015-09-16,-0.014288888888888894,
2015-09-17,-0.16356666666666667,
2015-09-18,0.69992,
2015-09-19,-0.07872222222222222,
2015-09-20,-0.14968333333333336,
2015-09-21,0.15708333333333332,
2015-09-22,0.19515714285714283,
2015-09-23,0.0761142857142857,
2015-09-24,0.09341666666666666,
2015-09-25,0.524525,
2015-09-26,0.33266666666666667,
2015-09-27,-0.09032,
2015-09-28,-0.19631428571428572,
2015-09-29,0.24075000000000002,
2015-09-30,0.120275,
2015-10-01,0.19262666666666667,
2015-10-02,0.07567142857142857,
2015-10-03,0.439425,
2015-10-04,0.20911666666666665,
2015-10-05,0.31575,
2015-10-06,0.04396,
2015-10-07,0.0617,
2015-10-08,0.09673823529411764,
2015-10-09,-0.02031,
2015-10-10,0.09609230769230769,
2015-10-11,0.55111,
2015-10-12,-0.018200000000000008,
2015-10-13,0.7617428571428572,
2015-10-14,0.16828181818181817,
2015-10-15,-0.017466666666666675,
2015-10-16,0.08605714285714283,
2015-10-17,-0.17406666666666668,
2015-10-18,0.11804,
2015-10-19,0.29893000000000003,
2015-10-20,0.061959999999999994,
2015-10-21,0.03673749999999999,
2015-10-22,0.1924142857142857,
2015-10-23,0.02010833333333333,
2015-10-24,0.03777142857142857,
2015-10-25,-0.017381818181818186,
2015-10-26,0.14308571428571426,
2015-10-27,-0.10559999999999997,
2015-10-28,-0.07988888888888888,
2015-10-29,0.21275714285714287,
2015-10-30,-0.34238,
2015-10-31,0.012749999999999984,
2015-11-01,0.496575,
2015-11-02,0.14344444444444446,
2015-11-03,0.3086333333333333,
2015-11-04,-0.03862727272727274,
2015-11-05,0.06010526315789473,
2015-11-06,-0.16398333333333334,
2015-11-07,0.4086916666666667,
2015-11-08,-0.07797857142857144,
2015-11-09,0.07239333333333334,
2015-11-10,0.36463333333333336,
2015-11-11,0.1433125,
2015-11-12,-0.1598,
2015-11-13,0.03137857142857142,
2015-11-14,0.31320000000000003,
2015-11-15,-0.07782222222222224,
2015-11-16,0.1472,
2015-11-17,-0.42915,
2015-11-18,0.5119,
2015-11-19,0.9001,
2015-11-20,-0.04520000000000002,
2015-11-21,-0.009166666666666693,
2015-11-22,0.238,
2015-11-23,0.10922666666666665,
2015-11-24,0.15925,
2015-11-25,-0.49828486842105263,
2015-11-26,-0.3093452380952381,
2015-11-27,-0.28805833333333336,
2015-11-28,-0.3464809523809524,
2015-11-29,-0.27333125,
2015-11-30,-0.16738125,
2015-12-01,-0.14083,
2015-12-02,-0.4522,
2015-12-03,-0.22963333333333336,
2015-12-04,-0.06448846153846156,
2015-12-05,-0.08514000000000001,
2015-12-06,-0.23813333333333334,
2015-12-07,-0.24688400000000002,
2015-12-08,-0.18938695652173915,0.8834
2015-12-09,0.10213999999999998,
2015-12-10,-0.09588800000000001,
2015-12-11,0.0715235294117647,
2015-12-12,-0.34387,
2015-12-13,0.029375000000000002,
2015-12-14,-0.20030588235294122,
2015-12-15,-0.2019,
2015-12-16,-0.11638571428571431,
2015-12-17,-0.16895555555555558,
2015-12-18,-0.38201818181818187,
2015-12-19,-0.31920000000000004,
2015-12-20,0.25943333333333335,0.8553
2015-12-21,0.3069571428571428,
2015-12-22,-0.03659999999999999,
2015-12-23,0.520675,
2015-12-24,-0.025488888888888894,
2015-12-25,0.09959999999999998,
2015-12-26,-0.18224285714285715,
2015-12-27,-0.24855,
2015-12-28,-0.206214,
2015-12-29,-0.19600454545454546,
2015-12-30,0.03776666666666666,
2015-12-31,0.010284374999999998,
2016-01-01,0.38742499999999996,
2016-01-02,0.0015937499999999875,
2016-01-03,-0.18562000000000003,
2016-01-04,0.029015789473684193,
2016-01-05,-0.039412820512820516,
2016-01-06,-0.061638461538461545,
2016-01-07,-0.008829999999999996,
2016-01-08,-0.10947222222222223,
2016-01-09,0.23762142857142857,
2016-01-10,-0.04385000000000001,
2016-01-11,0.028805882352941164,
2016-01-12,-0.0841952380952381,
2016-01-13,-0.0005357142857142981,
2016-01-14,0.30713999999999997,
2016-01-15,-0.3436444444444444,
2016-01-16,-0.11918000000000002,
2016-01-17,0.2033625,
2016-01-18,0.06522222222222222,
2016-01-19,-0.43940999999999997,
2016-01-20,0.04431874999999998,
2016-01-21,-0.03550000000000002,
2016-01-22,-0.06372500000000003,
2016-01-23,-0.3996,
2016-01-24,-0.5609666666666667,
2016-01-25,-0.15021428571428572,
2016-01-26,-0.1252625,
2016-01-27,-0.00047999999999999893,
2016-01-28,-0.01906000000000001,
2016-01-29,-0.031054545454545467,
2016-01-30,0.08153333333333335,
2016-01-31,-0.20288571428571428,
2016-02-01,-0.0999,
2016-02-02,-0.20345625,
2016-02-03,0.027169999999999982,
2016-02-04,-0.22145714285714285,
2016-02-05,-0.27905,
2016-02-06,0.05832857142857143,
2016-02-07,0.029925806451612892,
2016-02-08,-0.21567291666666666,
2016-02-09,-0.38974,
2016-02-10,0.10953181818181817,
2016-02-11,-0.02390909090909091,-0.0258
2016-02-12,-0.042575000000000016,
2016-02-13,-0.022292307692307688,
2016-02-14,0.24686,
2016-02-15,-0.20579999999999998,
2016-02-16,0.06184999999999999,
2016-02-17,0.20724705882352942,
2016-02-18,0.037030434782608694,
2016-02-19,-0.24925652173913046,0.91
2016-02-20,0.2819,
2016-02-21,-0.04025769230769232,
2016-02-22,-0.13901785714285714,
2016-02-23,-0.2805681818181818,
2016-02-24,0.1225090909090909,
2016-02-25,0.03908,
2016-02-26,-0.29042307692307695,
2016-02-27,0.04690000000000002,
2016-02-28,-0.24433125,
2016-02-29,0.17784545454545453,
2016-03-01,-0.0728,
2016-03-02,-0.27280333333333334,
2016-03-03,-0.021707142857142873,0.998
2016-03-04,-0.03661538461538462,
2016-03-05,0.04361071428571428,
2016-03-06,0.04818620689655173,
2016-03-07,-0.1735423076923077,
2016-03-08,-0.24517352941176473,
2016-03-09,-0.28522372881355934,
2016-03-10,-0.40999527027027033,
2016-03-11,-0.3394494382022472,
2016-03-12,-0.0964257142857143,
2016-03-13,-0.15473902439024392,
2016-03-14,-0.09942857142857144,
2016-03-15,-0.0074757575757575835,
2016-03-16,0.06021388888888887,
2016-03-17,-0.07503000000000001,
2016-03-18,-0.26535517241379314,
2016-03-19,-0.040923076923076916,
2016-03-20,0.1783241379310345,
2016-03-21,0.269556,0.9022
2016-03-22,0.040055999999999994,
2016-03-23,0.1896,
2016-03-24,-0.42209583333333334,
2016-03-25,-0.2836947368421053,
2016-03-26,-0.18250869565217392,
2016-03-27,0.025712500000000006,
2016-03-28,-0.0868346153846154,
2016-03-29,-0.25207222222222225,
2016-03-30,-0.3233269230769231,
2016-03-31,-0.1994764705882353,
2016-04-01,-0.06705238095238096,
2016-04-02,-0.07043750000000001,
2016-04-03,-0.05564444444444445,
2016-04-04,-0.14306410256410257,
2016-04-05,-0.08922702702702703,
2016-04-06,-0.17677674418604652,
2016-04-07,-0.1543025,
2016-04-08,-0.1521464285714286,
2016-04-09,-0.3044777777777778,-0.8849
2016-04-10,-0.16610714285714287,
2016-04-11,-0.3146493827160494,
2016-04-12,-0.3812376811594203,
2016-04-13,-0.15826679389312978,
2016-04-14,-0.2849863157894737,
2016-04-15,-0.21238166666666666,
2016-04-16,-0.11311315789473685,
2016-04-17,-0.11695294117647059,
2016-04-18,-0.1566865671641791,
2016-04-19,-0.07132820512820515,
2016-04-20,-0.1703745098039216,
2016-04-21,-0.19786538461538464,
2016-04-22,-0.20157368421052632,
2016-04-23,-0.035019230769230775,
2016-04-24,-0.008316666666666665,
2016-04-25,-0.32583333333333336,
2016-04-26,-0.24790379746835445,
2016-04-27,-0.31680625,
2016-04-28,-0.17842622950819673,
2016-04-29,-0.13184222222222225,
2016-04-30,-0.027998275862068978,
2016-05-01,-0.23519805825242718,
2016-05-02,-0.3698029850746269,
2016-05-03,-0.3172957894736842,
2016-05-04,-0.29509014084507046,
2016-05-05,-0.32165045871559633,
2016-05-06,-0.22663141361256545,
2016-05-07,-0.2728857142857143,
2016-05-08,-0.18951553398058255,
2016-05-09,-0.15955443037974684,
2016-05-10,-0.24562795698924733,
2016-05-11,-0.24607205882352942,
2016-05-12,-0.22597236842105262,
2016-05-13,-0.17682467532467533,
2016-05-14,-0.050553846153846164,
2016-05-15,-0.14785500000000001,
2016-05-16,-0.07971475409836067,
2016-05-17,-0.1745438596491228,
2016-05-18,-0.0060176470588235425,
2016-05-19,-0.10929250000000001,
2016-05-20,-0.13636923076923077,
2016-05-21,0.06079722222222222,
2016-05-22,0.09094166666666666,
2016-05-23,-0.03944081632653062,
2016-05-24,-0.033121212121212135,
2016-05-25,-0.0899871794871795,
2016-05-26,0.12366785714285713,
2016-05-27,0.156116,
2016-05-28,-0.10061071428571429,
2016-05-29,-0.2697095238095238,
2016-05-30,-0.08011785714285716,
2016-05-31,0.1797230769230769,
2016-06-01,-0.03401764705882354,
2016-06-02,0.4439,
2016-06-03,-0.070715,
2016-06-04,0.14572105263157895,
2016-06-05,0.013604000000000003,
2016-06-06,0.14363076923076923,
2016-06-07,0.18343333333333334,
2016-06-08,-0.011923684210526322,
2016-06-09,-0.010171428571428567,
2016-06-10,-0.06765599999999998,
2016-06-11,0.11099411764705884,
2016-06-12,0.06875769230769233,0.6705
2016-06-13,0.025667567567567565,
2016-06-14,0.005602439024390241,-0.7152
2016-06-15,0.15667916666666667,
2016-06-16,0.06973125,
2016-06-17,0.12124230769230769,
2016-06-18,-0.103525,
2016-06-19,-0.10272727272727274,
2016-06-20,-0.025848275862068972,
2016-06-21,0.03908,
2016-06-22,0.12666249999999998,
2016-06-23,0.23127391304347827,
2016-06-24,-0.03520909090909092,
2016-06-25,0.27262105263157893,
2016-06-26,0.016099999999999986,
2016-06-27,-0.0030999999999999943,
2016-06-28,0.044933333333333325,
2016-06-29,0.05235925925925926,
2016-06-30,-0.01713600000000001,0.994
2016-07-01,0.070895,
2016-07-02,0.09459999999999999,
2016-07-03,0.15797857142857144,
2016-07-04,0.20204666666666665,
2016-07-05,-0.3235176470588236,
2016-07-06,-0.0024000000000000076,
2016-07-07,-0.038612500000000015,
2016-07-08,0.11636666666666667,
2016-07-09,-0.12619230769230771,
2016-07-10,-0.1001,
2016-07-11,0.06603999999999999,
2016-07-12,0.21841333333333332,
2016-07-13,0.05234375000000001,
2016-07-14,0.044233333333333326,
2016-07-15,0.049249999999999995,
2016-07-16,0.44788333333333336,
2016-07-17,-0.27064285714285713,
2016-07-18,0.18583125,
2016-07-19,0.06935555555555555,
2016-07-20,-0.01075500000000001,
2016-07-21,0.43570833333333336,
2016-07-22,0.11448888888888889,
2016-07-23,0.1315923076923077,
2016-07-24,0.11157566137566137,
2016-07-25,0.1594047619047619,
2016-07-26,0.07869666666666666,
2016-07-27,0.18983333333333335,
2016-07-28,0.07756666666666666,
2016-07-29,0.0045499999999999916,
2016-07-30,-0.2663739130434783,
2016-07-31,0.12695,
2016-08-01,0.17035,
2016-08-02,0.07202499999999999,
2016-08-03,0.23932000000000003,
2016-08-04,0.150075,
2016-08-05,-0.017389999999999996,
2016-08-06,0.30265,
2016-08-07,0.14023076923076921,
2016-08-08,0.08228461538461537,
2016-08-09,-0.028154545454545467,
2016-08-10,0.1314241379310345,
2016-08-11,-0.07084400000000002,
2016-08-12,0.030804999999999992,
2016-08-13,-0.04455714285714285,
2016-08-14,-0.14570714285714287,
2016-08-15,0.030114285714285705,
2016-08-16,0.020425000000000002,
2016-08-17,0.03798846153846153,
2016-08-18,0.03533214285714286,
2016-08-19,0.1453970588235294,
2016-08-20,0.20643529411764705,
2016-08-21,-0.17597142857142858,
2016-08-22,-0.11618181818181818,
2016-08-23,-0.0369857142857143,
2016-08-24,0.007263888888888879,
2016-08-25,-0.1910891891891892,
2016-08-26,-0.1009137931034483,
2016-08-27,0.09161,
2016-08-28,-0.08839200000000001,
2016-08-29,-0.08033529411764706,
2016-08-30,-0.09110606060606062,
2016-08-31,-0.12400370370370371,
2016-09-01,-0.02638636363636363,
2016-09-02,-0.13176470588235295,
2016-09-03,0.007553846153846146,
2016-09-04,0.1458142857142857,
2016-09-05,0.19002857142857144,
2016-09-06,0.08189999999999999,
2016-09-07,-0.11776666666666667,
2016-09-08,0.06271470588235294,
2016-09-09,0.14325925925925925,
2016-09-10,0.032465714285714285,
2016-09-11,-0.06515652173913043,
2016-09-12,0.10533181818181818,
2016-09-13,-0.03420869565217392,
2016-09-14,-0.08194375000000001,
2016-09-15,0.0060451612903225805,
2016-09-16,0.011523529411764707,
2016-09-17,0.007649999999999986,
2016-09-18,0.1244181818181818,
2016-09-19,-0.036125000000000004,
2016-09-20,-0.016336363636363645,
2016-09-21,-0.22134347826086959,
2016-09-22,-0.0378925925925926,
2016-09-23,-0.13895483870967743,0.9953
2016-09-24,0.025987499999999997,
2016-09-25,-0.15187058823529415,
2016-09-26,-0.1152346153846154,
2016-09-27,-0.13903026315789474,
2016-09-28,-0.1485245283018868,
2016-09-29,-0.06215833333333334,0.1999
2016-09-30,-0.08808095238095238,
2016-10-01,0.09861,
2016-10-02,-0.3371866666666667,
2016-10-03,-0.05405925925925926,
2016-10-04,-0.006404347826086956,
2016-10-05,-0.14493055555555556,
2016-10-06,0.0398782608695652,
2016-10-07,0.08341,
2016-10-08,0.030311111111111108,
2016-10-09,0.10029090909090908,
2016-10-10,-0.013232558139534882,
2016-10-11,0.09726521739130434,
2016-10-12,0.04179545454545454,
2016-10-13,-0.01189285714285714,
2016-10-14,-0.09816944444444445,
2016-10-15,-0.08089761904761905,
2016-10-16,0.17557857142857142,
2016-10-17,0.07432857142857142,0.9792
2016-10-18,0.0420925925925926,
2016-10-19,0.06583846153846154,
2016-10-20,-0.020985365853658542,
2016-10-21,0.018999999999999996,
2016-10-22,-0.08182857142857143,
2016-10-23,0.010136363636363636,
2016-10-24,-0.10835897435897436,
2016-10-25,-0.07247878787878788,
2016-10-26,-0.05311084337349398,
2016-10-27,0.03442931034482759,
2016-10-28,0.013486046511627903,
2016-10-29,0.06415483870967742,
2016-10-30,0.025363829787234043,
2016-10-31,0.11922708333333332,
2016-11-01,0.029570588235294112,
2016-11-02,-0.007987301587301593,
2016-11-03,0.024846575342465753,0.5719
2016-11-04,0.0047651898734177205,
2016-11-05,0.006798260869565212,
2016-11-06,0.07332903225806452,
2016-11-07,-0.012416551724137932,
2016-11-08,-0.10571224489795918,
2016-11-09,0.010493220338983058,
2016-11-10,0.015548888888888897,
2016-11-11,0.1416734693877551,
2016-11-12,0.057037209302325566,
2016-11-13,-0.12097777777777778,
2016-11-14,0.035124999999999997,
2016-11-15,0.052833333333333336,
2016-11-16,-0.07115675675675676,
2016-11-17,-0.0572,
2016-11-18,0.14253333333333335,
2016-11-19,0.2688,
2016-11-20,0.024352,
2016-11-21,0.1708188679245283,0.959
2016-11-22,0.18261935483870967,
2016-11-23,0.13751304347826088,
2016-11-24,0.100678,
2016-11-25,0.1519025,
2016-11-26,0.24798709677419353,
2016-11-27,0.0037162162162162186,
2016-11-28,0.2607068181818182,
2016-11-29,0.1172871794871795,
2016-11-30,0.09510731707317073,
2016-12-01,0.014009090909090907,
2016-12-02,0.1149860465116279,
2016-12-03,0.14516744186046512,
2016-12-04,0.09460540540540541,
2016-12-05,0.06655625,-0.409
2016-12-06,0.05284736842105263,
2016-12-07,-0.06478852459016393,
2016-12-08,0.09651186440677967,
2016-12-09,0.044390697674418604,
2016-12-10,0.04204000000000001,
2016-12-11,0.10494655172413793,
2016-12-12,0.12748181818181817,0.6404
2016-12-13,0.12204736842105264,
2016-12-14,0.03825599999999999,
2016-12-15,0.24102307692307695,
2016-12-16,0.08174242424242424,
2016-12-17,0.13403214285714288,
2016-12-18,0.09586551724137932,
2016-12-19,0.28789375,
2016-12-20,-0.10466896551724138,
2016-12-21,0.12361764705882354,
2016-12-22,-0.027000000000000007,
2016-12-23,0.1781,
2016-12-24,0.3866785714285714,
2016-12-25,0.06107333333333333,
2016-12-26,-0.17712,
2016-12-27,0.502465,
2016-12-28,0.0853470588235294,
2016-12-29,0.22916499999999998,
2016-12-30,0.14406470588235296,
2016-12-31,0.24705384615384615,
2017-01-01,-0.05530322580645161,
2017-01-02,-0.023836363636363635,
2017-01-03,0.47673157894736845,
2017-01-04,-0.1267,
2017-01-05,0.1729076923076923,
2017-01-06,0.0777,
2017-01-07,-0.09383125,
2017-01-08,-0.013008695652173918,
2017-01-09,0.14645555555555556,
2017-01-10,0.15639629629629628,
2017-01-11,0.003805263157894742,
2017-01-12,0.019436666666666654,
2017-01-13,-0.1430642857142857,
2017-01-14,-0.0513375,
2017-01-15,0.35685,
2017-01-16,0.19326,
2017-01-17,0.11954999999999999,
2017-01-18,0.14061578947368422,
2017-01-19,0.3111083333333333,
2017-01-20,0.11862727272727272,
2017-01-21,0.18147142857142856,
2017-01-22,0.0016199999999999858,
2017-01-23,0.40079411764705886,
2017-01-24,0.14243703703703703,
2017-01-25,0.09666666666666665,
2017-01-26,0.10604516129032257,
2017-01-27,0.07882666666666666,-0.6597
2017-01-28,0.15016296296296297,
2017-01-29,-0.07694761904761906,
2017-01-30,0.11297777777777777,
2017-01-31,-0.05990952380952382,
2017-02-01,-0.22184117647058824,
2017-02-02,0.03574210526315789,
2017-02-03,0.10912727272727273,
2017-02-04,0.30393,
2017-02-05,0.4460842105263158,
2017-02-06,-0.0436,
2017-02-07,-0.10191052631578948,
2017-02-08,0.17822631578947368,
2017-02-09,0.15909666666666666,
2017-02-10,0.23715,
2017-02-11,-0.4117984615384616,
2017-02-12,0.06066666666666667,
2017-02-13,-0.053612903225806446,
2017-02-14,0.06089473684210525,
2017-02-15,0.10295714285714286,
2017-02-16,0.13501875,
2017-02-17,0.030153571428571425,
2017-02-18,-0.02675,
2017-02-19,-0.017200000000000007,
2017-02-20,0.04025263157894736,
2017-02-21,0.12335600000000001,
2017-02-22,0.2968323529411765,
2017-02-23,0.16415416666666668,
2017-02-24,0.2671904761904762,
2017-02-25,0.2596869565217391,
2017-02-26,0.0747848484848485,
2017-02-27,0.3728148936170213,
2017-02-28,0.14452972972972972,
2017-03-01,0.04251304347826086,
2017-03-02,-0.07235161290322582,
2017-03-03,0.06203599999999999,
2017-03-04,-0.24119230769230768,
2017-03-05,0.20277333333333333,
2017-03-06,0.2678875,
2017-03-07,0.2034035714285714,0.9861
2017-03-08,0.133125,
2017-03-09,0.30467307692307694,
2017-03-10,0.06065882352941176,
2017-03-11,0.054721739130434786,
2017-03-12,0.28607,
2017-03-13,0.022925000000000008,
2017-03-14,0.06908125,
2017-03-15,-0.009499999999999991,
2017-03-16,0.10580476190476189,0.9959
2017-03-17,0.2805375,
2017-03-18,0.015035000000000003,
2017-03-19,0.3545,
2017-03-20,0.33235909090909094,
2017-03-21,0.018568965517241385,
2017-03-22,-0.07332692307692307,
2017-03-23,0.08343809523809524,
2017-03-24,0.1692,
2017-03-25,0.1329659090909091,
2017-03-26,0.22873000000000002,
2017-03-27,-0.12471499999999999,
2017-03-28,0.055713286713286715,
2017-03-29,0.03748876404494382,
2017-03-30,0.2207891891891892,
2017-03-31,0.22918399999999997,0.9887
2017-04-01,0.142836,
2017-04-02,-0.02913,
